id,category,category_label,author,title,subtitle,price_usd,price_usd_cents,price_inr,checkout_type,gumroad_permalink,gumroad_url,whop_plan,superprofile_url,pain_point,takeaways,excerpt,preview_pdf_url,deliverable_file_path,file_size_mb
care-11,care,Care Collection • Resilience & Hope,Sanjay Shharma,The Survivor,A Compassionate Protocol for Chronic Medical Battles and Emotional Exhaustion,$9.99,999,₹899,whop,the-survivor,https://adorisedigital.gumroad.com/l/the-survivor,plan_care_11,https://superprofile.bio/adorisedigital,Living through a protracted medical diagnosis or nursing a spouse through chronic illness.,"Managing medical PTSD and scanxiety before test results. | Communicating with doctors without feeling intimidated or dismissed. | Maintaining your humanity when life feels reduced to pills, charts, and hospitals.","Surviving a long illness is not about heroic bravado; it is about enduring the mundane, sterile afternoons when all you want is one day where you feel normal again.",/previews/Care Collection Lead magnets/The_Survivor_Lead_Magnet.pdf,C:\Users\HOME_PC\Downloads\Mini Books\The Care Collection\The_Survivor_bundle.zip,13.21
care-12,care,Care Collection • Midlife Autonomy,Sanjay Shharma,Gray Divorce,"Navigating Separation After 50 With Dignity, Financial Clarity, and Self-Worth",$9.99,999,₹899,whop,gray-divorce,https://adorisedigital.gumroad.com/l/gray-divorce,plan_care_12,https://superprofile.bio/adorisedigital,"The complex financial, social, and emotional shock of separating after 20+ years of marriage.","Protecting retirement security, property rights, and financial independence. | Communicating with adult children who feel caught in the middle. | Overcoming the societal stigma of choosing peace over miserable longevity.","Ending a thirty-year marriage is not a failure; remaining in a dead, suffocating union until you wither away is. It takes immense bravery to choose life at 55.",/previews/Care Collection Lead magnets/Gray_Divorce_Lead_Magnet.pdf,C:\Users\HOME_PC\Downloads\Mini Books\The Care Collection\Gray_Divorce_bundle.zip,3.57
care-13,care,Care Collection • Late Life Love,Sanjay Shharma,Remarried at 60,"Blending Adult Families, Protecting Assets, and Opening Your Heart in the Sunset Years",$9.99,999,₹899,whop,remarried-at-60,https://adorisedigital.gumroad.com/l/remarried-at-60,plan_care_13,https://superprofile.bio/adorisedigital,Finding companionship in your 60s while navigating skeptical adult children and inheritance boundaries.,Structuring transparent estate plans so money never poisons love. | Managing expectations around step-grandchildren and legacy traditions. | Embracing gentle companionship without demanding someone replace your past.,Love at sixty is not about creating a future together; it is about savoring the present. It is the peace of sharing tea with someone who appreciates the journey you both survived.,/previews/Care Collection Lead magnets/Remarried_at_60_Lead_Magnet.pdf,C:\Users\HOME_PC\Downloads\Mini Books\The Care Collection\Remarried_at_60_bundle.zip,3.48
care-14,care,Care Collection • Sudden Loss,Sanjay Shharma,After the Last Goodbye,The Practical and Emotional Roadmap for the First 365 Days of Bereavement,$9.99,999,₹899,whop,after-the-last-goodbye,https://adorisedigital.gumroad.com/l/after-the-last-goodbye,plan_care_14,https://superprofile.bio/adorisedigital,The disorientation and paralysis that strikes after the funeral ends and everyone goes home.,"The week-by-week bureaucratic and legal checklist for surviving executors. | How to handle the first holidays, birthdays, and anniversaries alone. | Learning to laugh again without feeling like you are betraying their memory.",Grief does not come in stages; it comes in waves that knock the wind out of you in the grocery store aisle over a jar of peanut butter they loved. Breathe. The wave will pass.,/previews/Care Collection Lead magnets/After_the_Last_Goodbye_Lead_Magnet.pdf,C:\Users\HOME_PC\Downloads\Mini Books\The Care Collection\After_the_Last_Goodbye_bundle.zip,3.40
in-cibil-99,indian,Indian Wealth • CIBIL Repair,Sanjay Shharma,CIBIL Repair — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,cibil-repair-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/cibil-repair-book-1-7-step-audit-checklist,plan_in_cibil_99,https://superprofile.bio/adorisedigital,"Fix credit report errors, eliminate written-off tags, and restore a verified 750+ score.",Actionable framework for cibil repair at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\CIBIL Repair Blueprint\CIBIL_7_Error_Audit-7.pdf,0.91
in-cibil-299,indian,Indian Wealth • CIBIL Repair,Sanjay Shharma,CIBIL Repair — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,cibil-repair-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/cibil-repair-book-2-tactical-implementation-manual,plan_in_cibil_299,https://superprofile.bio/adorisedigital,"Fix credit report errors, eliminate written-off tags, and restore a verified 750+ score.",Actionable framework for cibil repair at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\CIBIL Repair Blueprint\CIBIL_750_Score_Formula-3.pdf,0.41
in-cibil-799,indian,Indian Wealth • CIBIL Repair,Sanjay Shharma,CIBIL Repair — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,cibil-repair-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/cibil-repair-book-3-legal-templates-dispute-drafts,plan_in_cibil_799,https://superprofile.bio/adorisedigital,"Fix credit report errors, eliminate written-off tags, and restore a verified 750+ score.",Actionable framework for cibil repair at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\CIBIL Repair Blueprint\CIBIL_Complete_Repair_System-4.pdf,0.19
in-home-loan-99,indian,Indian Wealth • Home Loan Approval,Sanjay Shharma,Home Loan Approval — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,home-loan-approval-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/home-loan-approval-book-1-7-step-audit-checklist,plan_in_home_loan_99,https://superprofile.bio/adorisedigital,"Maximize borrowing power, lower interest rates, and accelerate bank sanctions.",Actionable framework for home loan approval at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Home Loan Approval Blueprint\Home_Loan_Eligibility_Blueprint-3.pdf,0.17
in-home-loan-299,indian,Indian Wealth • Home Loan Approval,Sanjay Shharma,Home Loan Approval — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,home-loan-approval-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/home-loan-approval-book-2-tactical-implementation-manual,plan_in_home_loan_299,https://superprofile.bio/adorisedigital,"Maximize borrowing power, lower interest rates, and accelerate bank sanctions.",Actionable framework for home loan approval at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Home Loan Approval Blueprint\Home_Loan_Approval_Toolkit.pdf,0.54
in-home-loan-799,indian,Indian Wealth • Home Loan Approval,Sanjay Shharma,Home Loan Approval — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,home-loan-approval-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/home-loan-approval-book-3-legal-templates-dispute-drafts,plan_in_home_loan_799,https://superprofile.bio/adorisedigital,"Maximize borrowing power, lower interest rates, and accelerate bank sanctions.",Actionable framework for home loan approval at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Home Loan Approval Blueprint\Home_Loan_Complete_System.pdf,0.18
in-business-loan-99,indian,Indian Wealth • Business Loan Approval,Sanjay Shharma,Business Loan Approval — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,business-loan-approval-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/business-loan-approval-book-1-7-step-audit-checklist,plan_in_business_loan_99,https://superprofile.bio/adorisedigital,Secure collateral-free MSME financing and optimize debt service ratios.,Actionable framework for business loan approval at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Business Loan Approval Blueprint\Business_Loan_5_Rejection_Reasons.pdf,0.16
in-business-loan-299,indian,Indian Wealth • Business Loan Approval,Sanjay Shharma,Business Loan Approval — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,business-loan-approval-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/business-loan-approval-book-2-tactical-implementation-manual,plan_in_business_loan_299,https://superprofile.bio/adorisedigital,Secure collateral-free MSME financing and optimize debt service ratios.,Actionable framework for business loan approval at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Business Loan Approval Blueprint\Business_Loan_Udyam_DSCR.pdf,0.11
in-business-loan-799,indian,Indian Wealth • Business Loan Approval,Sanjay Shharma,Business Loan Approval — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,business-loan-approval-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/business-loan-approval-book-3-legal-templates-dispute-drafts,plan_in_business_loan_799,https://superprofile.bio/adorisedigital,Secure collateral-free MSME financing and optimize debt service ratios.,Actionable framework for business loan approval at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Business Loan Approval Blueprint\Business_Loan_Complete_System.pdf,0.19
in-credit-card-99,indian,Indian Wealth • Credit Card Hacks,Sanjay Shharma,Credit Card Hacks — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,credit-card-hacks-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/credit-card-hacks-book-1-7-step-audit-checklist,plan_in_credit_card_99,https://superprofile.bio/adorisedigital,"Eliminate high APR, execute 0% balance transfers, and multiply rewards.",Actionable framework for credit card hacks at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Credit Card Hacks Blueprint\Credit_Card_30_3_1_7_Types-1.pdf,0.17
in-credit-card-299,indian,Indian Wealth • Credit Card Hacks,Sanjay Shharma,Credit Card Hacks — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,credit-card-hacks-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/credit-card-hacks-book-2-tactical-implementation-manual,plan_in_credit_card_299,https://superprofile.bio/adorisedigital,"Eliminate high APR, execute 0% balance transfers, and multiply rewards.",Actionable framework for credit card hacks at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Credit Card Hacks Blueprint\Credit_Card_Reward_Stacking-1.pdf,0.11
in-credit-card-799,indian,Indian Wealth • Credit Card Hacks,Sanjay Shharma,Credit Card Hacks — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,credit-card-hacks-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/credit-card-hacks-book-3-legal-templates-dispute-drafts,plan_in_credit_card_799,https://superprofile.bio/adorisedigital,"Eliminate high APR, execute 0% balance transfers, and multiply rewards.",Actionable framework for credit card hacks at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Credit Card Hacks Blueprint\Credit_Card_Complete_System.pdf,0.18
in-debt-settlement-99,indian,Indian Wealth • Debt Settlement,Sanjay Shharma,Debt Settlement — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,debt-settlement-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/debt-settlement-book-1-7-step-audit-checklist,plan_in_debt_settlement_99,https://superprofile.bio/adorisedigital,"Invoke RBI borrower rights, stop recovery harassment, and negotiate OTS.",Actionable framework for debt settlement at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Debt Settlement Blueprint\Debt_Settlement_Decision_Tree.pdf,0.16
in-debt-settlement-299,indian,Indian Wealth • Debt Settlement,Sanjay Shharma,Debt Settlement — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,debt-settlement-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/debt-settlement-book-2-tactical-implementation-manual,plan_in_debt_settlement_299,https://superprofile.bio/adorisedigital,"Invoke RBI borrower rights, stop recovery harassment, and negotiate OTS.",Actionable framework for debt settlement at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Debt Settlement Blueprint\Debt_Settlement_7_Step_Scripts.pdf,0.11
in-debt-settlement-799,indian,Indian Wealth • Debt Settlement,Sanjay Shharma,Debt Settlement — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,debt-settlement-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/debt-settlement-book-3-legal-templates-dispute-drafts,plan_in_debt_settlement_799,https://superprofile.bio/adorisedigital,"Invoke RBI borrower rights, stop recovery harassment, and negotiate OTS.",Actionable framework for debt settlement at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Debt Settlement Blueprint\Debt_Settlement_Complete_System.pdf,0.18
in-remote-jobs-99,indian,Indian Wealth • Get Hired Remote: 30-Day,Sanjay Shharma,Get Hired Remote: 30-Day — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,get-hired-remote-30-day-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/get-hired-remote-30-day-book-1-7-step-audit-checklist,plan_in_remote_jobs_99,https://superprofile.bio/adorisedigital,Land high-paying US/EU remote contracts earning in USD from India.,Actionable framework for get hired remote: 30-day at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Get Hired Remote 30-Day Blueprint\Hired_Remote_Resume_LinkedIn.pdf,0.10
in-remote-jobs-299,indian,Indian Wealth • Get Hired Remote: 30-Day,Sanjay Shharma,Get Hired Remote: 30-Day — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,get-hired-remote-30-day-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/get-hired-remote-30-day-book-2-tactical-implementation-manual,plan_in_remote_jobs_299,https://superprofile.bio/adorisedigital,Land high-paying US/EU remote contracts earning in USD from India.,Actionable framework for get hired remote: 30-day at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Get Hired Remote 30-Day Blueprint\Hired_Remote_30_Day_Plan.pdf,0.21
in-remote-jobs-799,indian,Indian Wealth • Get Hired Remote: 30-Day,Sanjay Shharma,Get Hired Remote: 30-Day — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,get-hired-remote-30-day-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/get-hired-remote-30-day-book-3-legal-templates-dispute-drafts,plan_in_remote_jobs_799,https://superprofile.bio/adorisedigital,Land high-paying US/EU remote contracts earning in USD from India.,Actionable framework for get hired remote: 30-day at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\Get Hired Remote 30-Day Blueprint\Hired_Remote_Complete_System.pdf,0.19
